,datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,source,ID
1210,2017-06-18,1497769200,69.1,56.0,61.6,69.1,56.0,61.6,58.4,89.8,0.01,100.0,4.17,['rain'],0.0,0.0,16.1,8.1,190.5,1021.0,77.8,9.0,224.4,19.3,7.0,05:10:34,1497787834,21:10:06,1497845406,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,obs,2672
1211,2018-07-25,1532491200,85.4,65.3,74.8,86.9,65.3,75.3,65.7,76.5,0.0,0.0,0.0,,0.0,0.0,17.2,7.8,97.4,1014.0,25.9,8.5,255.0,21.9,10.0,06:36:58,1532515018,20:47:37,1532566057,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs,3960
1212,2015-10-30,1446181200,78.6,68.1,73.3,78.6,68.1,73.3,67.0,81.5,0.05,100.0,16.67,['rain'],0.0,0.0,35.1,21.7,125.3,1009.7,87.5,9.5,68.3,5.9,2.0,07:34:05,1446208445,18:36:41,1446248201,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,obs,968
1213,2015-01-22,1421910000,40.5,27.2,35.9,36.6,19.5,27.7,30.3,80.8,0.06,100.0,25.0,['rain'],,,,19.9,65.9,,55.0,,97.4,8.4,4.0,06:57:14,1421935034,17:26:27,1421972787,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,obs,99
1214,2017-02-24,1487912400,74.9,54.0,65.9,74.9,54.0,65.9,48.6,55.4,0.0,0.0,0.0,,0.0,0.0,31.8,22.6,169.7,1006.5,3.9,9.9,197.5,17.1,7.0,07:13:12,1487938392,18:25:29,1487978729,0.98,Clear,Clear conditions throughout the day.,clear-day,obs,2388
1215,2017-01-14,1484370000,34.0,28.2,31.2,30.9,20.0,25.7,16.4,56.8,0.13,100.0,25.0,"['rain', 'snow']",1.2,0.4,,11.1,105.0,1035.7,78.6,7.0,64.1,5.5,3.0,07:17:11,1484396231,16:51:35,1484430695,0.53,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,obs,2222
1216,2020-01-22,1579676400,63.0,52.1,55.9,63.0,52.1,55.9,48.5,77.49,0.0,,0.0,,0.0,0.0,,4.9,179.0,1018.7,50.1,8.3,263.6,11.4,7.0,07:29:13,1579703353,17:48:57,1579740537,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs,5508
1217,2017-07-04,1499148000,98.1,68.6,83.1,92.6,68.6,80.8,31.2,19.0,0.0,0.0,0.0,,0.0,0.0,34.4,22.7,172.4,1010.6,36.9,9.9,377.4,32.5,10.0,05:58:03,1499169483,20:24:33,1499221473,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs,2737
1218,2016-08-28,1472360400,83.7,61.0,71.6,86.0,61.0,72.3,64.4,80.2,0.0,0.0,0.0,,0.0,0.0,20.8,11.6,132.7,1019.4,51.8,7.1,255.5,22.0,8.0,06:30:41,1472383841,19:55:48,1472432148,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs,1818
1219,2018-07-05,1530766800,74.0,52.7,65.5,74.0,52.7,65.5,54.0,68.9,0.01,100.0,4.17,['rain'],0.0,0.0,,12.7,251.7,1031.2,0.0,9.9,347.0,29.9,9.0,05:42:21,1530787341,21:37:28,1530844648,0.71,Rain,Clear conditions throughout the day with early morning rain.,rain,obs,3825
1220,2019-11-01,1572588000,33.7,21.2,27.6,28.3,10.1,20.5,19.3,70.7,0.0,0.0,0.0,,0.3,2.5,20.8,14.7,134.8,1027.8,42.1,9.9,105.9,9.2,5.0,07:28:35,1572614915,17:57:57,1572652677,0.11,Partially cloudy,Partly cloudy throughout the day.,snow,obs,5158
1221,2017-02-21,1487660400,62.0,35.9,49.1,62.0,28.3,44.4,36.3,64.6,0.23,100.0,20.83,['rain'],0.0,0.0,43.3,29.8,197.6,1013.5,33.5,9.5,133.3,11.5,4.0,07:13:42,1487686422,18:09:45,1487725785,0.88,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,obs,2367
1222,2015-11-05,1446699600,75.7,66.7,70.0,75.7,66.7,70.0,66.6,89.0,0.0,0.0,0.0,,0.0,0.0,,7.0,178.5,1023.7,93.7,6.2,156.7,13.5,6.0,06:41:19,1446723679,17:25:32,1446762332,0.85,Overcast,Cloudy skies throughout the day.,cloudy,obs,987
1223,2018-12-20,1545292800,77.8,41.2,56.6,77.8,41.2,56.6,37.0,54.8,0.0,0.0,0.0,,0.0,0.0,,4.5,47.8,1018.6,5.8,9.9,145.4,12.6,6.0,06:49:40,1545317380,16:44:27,1545353067,0.47,Clear,Clear conditions throughout the day.,clear-day,obs,4319
1224,2020-11-14,1605340800,61.0,43.6,50.7,61.0,43.6,49.5,45.2,82.95,0.0,,0.0,,0.0,0.0,,10.4,202.2,1024.4,52.7,5.5,174.3,7.5,4.0,06:47:23,1605365243,16:52:42,1605401562,1.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs,6324
1225,2017-11-10,1510297200,84.4,60.5,71.9,81.9,60.5,71.4,44.3,39.3,0.0,0.0,0.0,,0.0,0.0,,7.4,112.3,1011.1,23.7,9.9,173.9,15.0,7.0,06:55:28,1510322128,17:28:39,1510360119,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs,3126
1226,2019-05-31,1559275200,68.2,52.4,58.5,68.2,52.4,58.5,49.1,72.9,0.0,0.0,0.0,,0.0,0.0,17.2,14.1,155.8,1006.3,48.0,8.4,240.4,20.7,7.0,05:03:46,1559293426,20:15:34,1559348134,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs,4749
1227,2018-03-31,1522479600,73.1,44.0,56.2,73.1,42.5,56.1,24.6,33.2,0.0,0.0,0.0,,0.0,0.0,27.7,20.8,184.6,1016.2,83.5,9.9,184.3,15.9,7.0,06:44:43,1522503883,19:22:18,1522549338,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs,3576
1228,2019-12-10,1575954000,57.1,42.4,54.6,57.1,35.6,53.7,49.7,83.8,0.1,100.0,20.83,['rain'],0.0,0.0,33.0,17.7,239.5,1010.3,82.2,9.4,17.2,1.5,1.0,07:09:16,1575979756,16:28:47,1576013327,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,obs,5271
1229,2019-08-09,1565326800,98.9,78.5,87.7,104.4,78.5,93.0,72.0,62.1,0.0,0.0,0.0,,0.0,0.0,20.8,11.8,170.9,1011.3,13.7,9.9,246.4,21.3,9.0,06:45:22,1565351122,20:17:50,1565399870,0.34,Clear,Clear conditions throughout the day.,clear-day,obs,4933
1230,2020-03-06,1583474400,62.1,39.4,49.1,62.1,35.2,47.7,21.9,36.4,0.0,0.0,0.0,,0.0,0.0,,10.0,122.2,1033.4,0.3,9.9,215.3,18.7,8.0,06:46:31,1583498791,18:23:59,1583540639,0.43,Clear,Clear conditions throughout the day.,clear-day,obs,5621
1231,2019-02-12,1549951200,66.9,48.1,60.3,66.9,45.7,60.2,43.2,56.3,0.0,0.0,0.0,,0.0,0.0,26.7,18.3,295.3,1020.1,25.7,9.8,133.2,11.6,7.0,07:05:14,1549976714,18:09:39,1550016579,0.23,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,obs,4460
1232,2016-03-22,1458619200,73.9,54.5,64.9,73.9,54.5,64.9,48.0,54.8,0.0,0.0,0.0,,0.0,0.0,27.9,20.3,143.2,1024.7,40.8,9.9,269.4,23.2,10.0,07:22:54,1458645774,19:34:08,1458689648,0.5,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,obs,1398
1233,2015-07-17,1437109200,94.3,77.3,86.3,103.7,77.3,93.3,74.5,69.6,0.0,0.0,0.0,,0.0,0.0,18.3,10.4,228.2,1013.9,24.2,9.6,334.7,28.9,10.0,05:57:56,1437130676,20:13:01,1437181981,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs,657
1234,2016-06-23,1466661600,93.9,72.2,83.3,89.8,72.2,81.3,43.2,25.3,0.0,0.0,0.0,,0.0,0.0,29.1,21.7,305.8,1009.1,11.4,9.9,306.3,26.7,10.0,06:05:07,1466683507,20:24:07,1466735047,0.55,Clear,Clear conditions throughout the day.,clear-day,obs,1662
1235,2018-09-14,1536897600,82.2,65.9,73.0,84.3,65.9,73.4,65.4,78.5,0.0,0.0,0.0,,0.0,0.0,,6.8,190.3,1020.5,60.5,5.8,147.9,12.8,6.0,07:11:45,1536923505,19:44:26,1536968666,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs,4030
1236,2015-03-13,1426230000,74.9,43.9,59.3,74.9,42.0,59.1,50.6,75.5,0.0,0.0,0.0,,0.0,0.0,,8.4,134.8,1019.7,2.2,9.6,166.4,14.3,7.0,07:23:28,1426256608,19:14:14,1426299254,0.74,Clear,Clear conditions throughout the day.,clear-day,obs,207
1237,2016-02-01,1454310000,47.8,30.7,37.4,42.8,19.9,28.6,22.0,55.1,0.03,100.0,8.33,"['rain', 'snow']",0.0,0.0,39.1,24.1,219.3,1001.2,86.4,9.5,123.8,10.7,4.0,07:05:37,1454335537,17:34:32,1454373272,0.77,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,rain,obs,1232
1238,2017-07-26,1501041600,82.4,57.3,70.8,82.2,57.3,70.8,59.7,70.4,0.0,0.0,0.0,,0.0,0.0,,7.7,124.6,1020.1,33.9,9.8,314.2,27.1,10.0,06:30:28,1501065028,20:55:38,1501116938,0.06,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,obs,2808
1239,2016-07-23,1469257200,107.3,70.3,85.5,102.6,70.3,84.5,54.1,38.5,0.0,0.0,0.0,,0.0,0.0,26.1,18.8,172.5,1008.7,26.9,9.4,305.5,26.4,9.0,05:56:13,1469278573,19:57:56,1469329076,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs,1727
1240,2020-04-27,1587960000,75.9,47.3,60.8,75.9,42.7,60.1,42.1,54.39,0.0,,0.0,,0.0,0.0,30.0,13.6,321.8,1020.8,3.8,9.9,499.0,25.1,10.0,06:51:59,1587984719,20:14:35,1588032875,0.09,Clear,Clear conditions throughout the day.,clear-day,obs,6518
1241,2019-03-02,1551502800,33.2,18.1,25.7,33.2,7.2,18.5,19.6,77.7,0.07,100.0,25.0,"['rain', 'snow']",0.3,1.4,17.2,12.0,215.9,1020.9,17.5,7.3,93.2,8.1,4.0,07:09:01,1551528541,18:23:29,1551569009,0.93,"Snow, Rain",Clear conditions throughout the day with morning rain or snow.,snow,obs,4525
1242,2015-08-07,1438930800,96.6,73.0,84.4,93.9,73.0,83.2,53.2,42.2,0.04,100.0,4.17,['rain'],0.0,0.0,23.0,14.7,134.9,1008.0,53.6,9.9,275.3,24.0,9.0,05:52:42,1438951962,19:40:15,1439001615,0.78,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,obs,712
1243,2016-03-17,1458190800,80.0,64.3,71.8,82.4,64.3,71.9,66.7,85.3,0.0,0.0,0.0,,0.0,0.0,,10.8,123.6,1011.5,92.0,6.9,156.1,13.6,5.0,07:28:23,1458217703,19:31:41,1458261101,0.34,Overcast,Cloudy skies throughout the day.,cloudy,obs,1377
1244,2020-09-05,1599282000,83.0,64.1,72.7,81.4,64.1,72.3,50.9,47.9,0.0,0.0,0.0,,0.0,0.0,32.9,20.8,210.8,1021.1,30.3,9.9,209.3,18.1,8.0,06:21:24,1599304884,19:16:49,1599351409,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs,6148
1245,2018-11-13,1542092400,65.6,44.8,54.9,65.6,41.9,54.4,13.4,20.28,0.0,,0.0,,0.0,0.0,31.1,14.7,52.1,1029.4,3.7,9.9,168.8,14.6,6.0,06:58:38,1542117518,17:27:13,1542155233,0.15,Clear,Clear conditions throughout the day.,clear-day,obs,4175
1246,2015-01-29,1422511200,60.4,30.9,47.8,60.4,25.1,45.1,30.0,51.3,0.0,0.0,0.0,,0.0,0.0,31.7,20.6,316.3,1026.8,2.4,9.9,159.3,13.8,6.0,07:31:29,1422538289,17:51:34,1422575494,0.37,Clear,Clear conditions throughout the day.,clear-day,obs,342
1247,2020-01-05,1578204000,55.8,29.3,40.6,55.8,29.3,39.8,31.0,71.2,0.0,0.0,0.0,,0.0,0.0,,10.9,204.0,1026.2,0.0,9.9,140.2,12.2,6.0,06:56:41,1578229001,16:50:50,1578264650,0.36,Clear,Clear conditions throughout the day.,clear-day,obs,5334
1248,2019-07-15,1563170400,96.9,71.2,85.8,93.4,71.2,83.7,49.3,30.51,0.0,,0.0,,0.0,0.0,20.8,14.6,180.9,1008.3,31.2,9.9,572.4,33.0,10.0,06:09:07,1563192547,20:57:43,1563245863,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs,4876
1249,2017-01-29,1485676800,78.7,46.8,65.0,78.7,45.4,64.9,28.5,28.7,0.0,0.0,0.0,,0.0,0.0,17.2,10.3,173.4,1023.5,0.1,9.9,184.1,15.9,7.0,06:49:50,1485701390,17:19:55,1485739195,0.01,Clear,Clear conditions throughout the day.,clear-day,obs,2275
1250,2015-10-05,1444017600,74.0,51.2,61.4,74.0,51.2,61.4,51.3,71.6,0.0,0.0,0.0,,0.0,0.0,,5.9,65.7,1020.7,0.3,9.9,207.8,18.0,7.0,07:26:11,1444044371,19:01:32,1444086092,0.79,Clear,Clear conditions throughout the day.,clear-day,obs,895
1251,2017-06-03,1496473200,106.3,77.1,91.9,100.3,77.1,88.3,38.1,16.5,0.0,0.0,0.0,,0.0,0.0,20.8,15.1,225.2,1006.1,5.9,9.9,359.4,31.0,10.0,05:19:43,1496492383,19:35:18,1496543718,0.35,Clear,Clear conditions throughout the day.,clear-day,obs,2625
1252,2018-08-09,1533787200,86.3,69.1,76.8,89.9,69.1,78.1,69.2,79.7,0.0,0.0,0.0,,0.0,0.0,,6.2,256.6,1014.0,21.1,9.8,275.4,23.7,9.0,06:29:43,1533810583,20:12:41,1533859961,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs,3937
1253,2020-12-09,1607493600,51.3,27.3,36.3,51.3,25.6,34.2,30.0,80.34,0.0,,0.0,,0.0,0.0,,9.1,207.4,1012.0,18.9,9.1,191.2,7.6,4.0,07:15:11,1607519711,16:20:43,1607552443,0.84,Clear,Clear conditions throughout the day.,clear-day,obs,6666
1254,2020-06-25,1593057600,82.0,68.9,74.4,85.0,68.9,74.9,68.6,83.1,0.1,100.0,20.83,['rain'],0.0,0.0,,9.2,237.8,1017.5,76.1,9.3,157.4,13.5,7.0,06:28:31,1593080911,20:52:38,1593132758,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,obs,5949
1255,2016-04-13,1460530800,71.9,50.1,59.6,71.9,50.1,59.6,45.2,61.2,0.0,0.0,0.0,,0.0,0.0,25.3,15.0,262.5,1020.4,4.6,9.9,296.7,25.6,9.0,06:31:39,1460554299,19:39:59,1460601599,0.22,Clear,Clear conditions throughout the day.,clear-day,obs,1459
1256,2018-03-05,1520229600,71.8,46.5,61.4,71.8,46.5,61.4,53.1,76.8,0.0,0.0,0.0,,0.0,0.0,17.2,12.7,119.5,1017.0,30.8,9.9,170.1,14.7,7.0,06:13:01,1520251981,17:53:08,1520293988,0.57,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,obs,3464
1257,2015-03-02,1425276000,29.8,1.5,19.0,29.8,-2.9,15.0,10.3,69.8,0.0,0.0,0.0,,0.0,4.1,,8.1,224.9,,27.4,9.3,201.1,17.2,7.0,06:25:39,1425299139,17:43:52,1425339832,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs,196
1258,2020-10-17,1602910800,68.2,35.5,52.1,68.2,35.5,52.1,30.9,52.3,0.0,,0.0,,0.0,0.0,19.7,11.4,134.6,1024.6,4.1,9.8,274.8,11.9,6.0,06:58:44,1602935924,18:08:17,1602976097,0.0,Clear,Clear conditions throughout the day.,clear-day,obs,6236
1259,2015-11-15,1447563600,62.1,34.1,47.8,62.1,32.2,47.0,31.4,56.4,0.0,0.0,0.0,,0.0,0.0,16.1,12.4,264.6,1025.9,9.5,9.9,135.0,11.7,5.0,06:45:38,1447587938,16:44:28,1447623868,0.07,Clear,Clear conditions throughout the day.,clear-day,obs,1009
1260,2017-10-16,1508126400,73.0,53.6,62.0,73.0,53.6,62.0,48.4,62.7,0.05,100.0,8.33,['rain'],0.0,0.0,21.9,13.5,293.5,1017.6,23.2,9.5,176.8,15.4,7.0,07:17:17,1508152637,18:25:30,1508192730,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,obs,3034
1261,2018-03-22,1521694800,48.4,20.5,34.3,45.4,15.3,31.0,18.5,57.9,0.0,0.0,0.0,,0.0,0.0,,8.6,255.5,1026.7,8.7,9.4,190.7,16.5,9.0,06:52:59,1521719579,19:07:47,1521763667,0.13,Clear,Clear conditions throughout the day.,clear-day,obs,3521
1262,2015-05-23,1432353600,72.6,40.5,58.2,72.6,40.5,57.9,36.1,45.7,0.0,0.0,0.0,,0.0,0.0,21.9,11.2,124.3,1027.7,18.5,10.6,357.2,30.8,10.0,06:04:18,1432375458,20:55:14,1432428914,0.14,Clear,Clear conditions throughout the day.,clear-day,obs,529
1263,2015-05-21,1432180800,90.2,76.7,82.6,97.8,76.7,86.5,72.4,72.1,0.0,0.0,0.0,,0.0,0.0,,14.2,191.0,1015.1,52.4,9.6,226.0,19.7,7.0,06:31:51,1432204311,20:03:05,1432252985,0.06,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,obs,483
1264,2015-02-25,1424851200,68.3,40.5,53.6,68.3,35.8,52.7,29.0,43.4,0.0,0.0,0.0,,0.0,0.0,,10.1,104.1,1018.1,0.7,9.9,223.8,19.3,8.0,06:15:56,1424873756,17:31:08,1424914268,0.24,Clear,Clear conditions throughout the day.,clear-day,obs,179
1265,2020-10-16,1602820800,86.6,68.9,76.0,89.5,68.9,77.0,68.1,79.1,0.0,0.0,0.0,,0.0,0.0,,9.6,234.5,1016.4,55.1,9.1,215.7,18.6,9.0,07:30:25,1602847825,18:54:06,1602888846,1.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs,6373
1266,2015-01-07,1420610400,58.7,42.5,51.3,58.7,36.0,50.3,43.8,77.5,0.0,0.0,0.0,,0.0,0.0,36.8,21.4,83.3,1031.0,62.0,9.6,77.3,6.7,3.0,07:16:09,1420636569,17:39:29,1420673969,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs,21
1267,2017-02-10,1486706400,76.8,47.7,61.7,76.8,40.5,58.9,38.3,43.3,0.0,0.0,0.0,,0.0,0.0,42.2,30.7,191.2,1012.7,2.1,9.9,188.8,16.3,7.0,07:22:06,1486732926,18:08:04,1486771684,0.5,Clear,Clear conditions throughout the day.,wind,obs,2330
1268,2017-07-08,1499486400,91.5,71.8,82.3,101.0,71.8,86.6,73.9,77.6,0.18,100.0,12.5,['rain'],0.0,0.0,24.2,11.2,234.8,1013.2,20.1,9.6,230.4,19.8,7.0,06:06:12,1499508372,20:30:47,1499560247,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,obs,2760
1269,2018-07-18,1531890000,95.9,77.1,85.6,103.3,77.1,91.3,74.3,71.8,0.0,0.0,0.0,,0.0,0.0,17.7,12.3,221.2,1015.2,14.9,9.6,300.2,25.9,10.0,06:35:13,1531913713,20:24:58,1531963498,0.18,Clear,Clear conditions throughout the day.,clear-day,obs,3872
1270,2017-12-29,1514523600,56.0,39.0,46.6,56.0,38.1,45.7,31.9,57.6,0.0,0.0,0.0,,0.0,0.0,,7.7,97.9,1026.1,44.4,9.9,155.2,13.3,6.0,07:40:50,1514551250,17:43:22,1514587402,0.41,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,obs,3258
1271,2018-09-28,1538107200,90.7,78.3,82.9,100.9,78.3,89.0,76.1,81.2,0.41,100.0,12.5,['rain'],0.0,0.0,16.1,11.9,229.6,1018.3,40.2,6.9,191.0,16.5,7.0,07:12:32,1538133152,19:09:10,1538176150,0.56,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,obs,4067
1272,2015-03-26,1427353200,88.9,59.4,73.4,85.0,59.4,72.4,44.6,41.8,0.0,0.0,0.0,,0.0,0.0,19.7,12.1,140.3,1017.0,1.1,9.8,286.2,24.8,9.0,06:48:46,1427377726,19:09:14,1427422154,0.21,Clear,Clear conditions throughout the day.,clear-day,obs,250
1273,2018-04-12,1523505600,76.8,45.0,61.6,76.8,45.0,61.6,40.3,52.0,0.0,0.0,0.0,,0.0,0.0,25.3,10.6,141.2,1020.6,13.1,9.8,306.0,26.5,10.0,07:10:44,1523531444,20:06:43,1523578003,0.94,Clear,Clear conditions throughout the day.,clear-day,obs,3608
1274,2016-06-19,1466312400,87.2,76.4,81.4,91.9,76.4,83.3,69.1,67.4,0.0,0.0,0.0,,0.0,0.0,24.2,18.4,90.7,1021.4,28.1,9.8,292.5,25.3,8.0,05:44:41,1466333081,19:51:21,1466383881,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,obs,1635
1275,2019-02-04,1549256400,68.1,29.6,46.0,68.1,29.6,45.9,36.6,74.9,0.0,0.0,0.0,,0.0,0.0,,5.1,106.2,,0.0,9.2,160.5,13.8,6.0,07:14:15,1549282455,17:41:06,1549320066,1.0,Clear,Clear conditions throughout the day.,clear-day,obs,4437
1276,2015-07-04,1435993200,100.5,92.5,95.9,97.5,88.2,92.0,43.4,16.8,0.0,0.0,0.0,,0.0,0.0,20.8,14.0,177.5,1006.1,50.5,9.9,217.2,18.7,8.0,05:28:20,1436012900,20:00:39,1436065239,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs,600
1277,2017-03-23,1490252400,56.6,40.2,47.7,56.6,34.9,44.9,37.8,71.0,0.13,100.0,12.5,['rain'],0.0,0.0,18.3,11.6,202.9,1017.0,68.9,9.5,109.8,9.5,6.0,07:05:16,1490277916,19:26:50,1490322410,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,obs,2449
1278,2020-04-13,1586754000,61.6,46.1,53.8,61.6,46.1,53.7,46.7,77.0,0.0,0.0,0.0,,0.0,0.0,37.8,10.4,244.5,1015.4,62.8,9.9,83.2,7.3,3.0,06:33:16,1586777596,19:29:26,1586824166,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs,5676
1279,2016-11-06,1478408400,71.9,41.1,53.1,71.9,41.1,53.0,40.4,66.5,0.0,0.0,0.0,,0.0,0.0,,9.1,19.1,1026.8,0.0,9.9,134.7,12.1,6.0,06:15:36,1478434536,16:43:04,1478472184,0.18,Clear,Clear conditions throughout the day.,clear-day,obs,2019
1280,2019-11-19,1574143200,34.3,30.8,32.7,33.7,26.8,30.6,28.6,84.76,0.0,,0.0,,0.0,0.0,,7.7,249.6,1010.9,74.2,8.7,59.8,2.4,1.0,06:51:40,1574167900,16:19:25,1574201965,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs,5226
1281,2019-06-27,1561611600,92.7,74.6,83.5,99.6,74.6,87.1,71.3,68.4,0.0,0.0,0.0,,0.0,0.0,21.9,13.4,175.4,1019.5,6.5,9.9,196.1,17.1,9.0,06:08:47,1561633727,20:44:36,1561686276,0.85,Clear,Clear conditions throughout the day.,clear-day,obs,4821
1282,2020-04-08,1586318400,85.7,62.2,74.6,86.0,62.2,74.8,59.8,61.11,0.0,,0.0,,0.0,0.0,21.9,12.9,250.6,1008.7,27.3,9.9,431.4,21.7,9.0,07:01:26,1586343686,19:50:47,1586389847,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs,5733
1283,2020-01-10,1578643200,34.4,21.8,28.5,31.1,15.5,22.2,24.8,85.95,0.38,,54.17,,4.32,5.91,23.0,9.5,135.3,1015.9,75.6,5.5,18.8,0.7,1.0,07:36:34,1578670594,16:18:01,1578701881,0.5,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,obs,5363
1284,2018-10-20,1540011600,73.1,54.0,60.6,73.1,54.0,60.6,52.8,78.5,0.01,100.0,4.17,['rain'],0.0,0.0,18.4,13.8,280.7,1024.9,39.2,9.3,146.3,12.9,7.0,07:30:55,1540038655,18:42:21,1540078941,0.41,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,obs,4122
1285,2016-02-25,1456380000,40.9,24.8,33.2,32.0,16.3,24.9,18.0,54.2,0.0,0.0,0.0,,0.0,0.0,29.6,22.3,258.6,1027.7,23.2,9.9,202.0,17.6,7.0,07:07:36,1456405656,18:18:31,1456445911,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs,1320
1286,2015-08-16,1439708400,96.7,65.7,79.5,93.6,65.7,78.6,55.7,48.9,0.0,0.0,0.0,,0.0,0.0,,14.5,166.3,1011.1,59.2,7.3,274.7,23.8,9.0,06:24:19,1439731459,19:58:17,1439780297,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs,745
1287,2016-08-05,1470373200,77.6,63.4,71.8,77.6,63.4,71.8,63.6,76.9,0.02,100.0,8.33,['rain'],0.0,0.0,17.2,12.8,295.6,1011.6,36.3,9.9,319.5,27.5,9.0,05:49:42,1470394182,20:11:59,1470445919,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,obs,1770
1288,2018-10-12,1539316800,71.9,50.2,60.0,71.9,50.2,60.0,45.0,60.7,0.0,0.0,0.0,,0.0,0.0,21.9,13.9,308.0,1012.7,23.8,9.9,230.6,19.8,8.0,07:40:24,1539344424,19:07:34,1539385654,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs,4088
1289,2016-05-24,1464069600,82.8,52.4,68.8,80.2,52.4,68.4,17.3,15.3,0.0,0.0,0.0,,0.0,0.0,38.8,23.9,175.0,1007.5,13.2,9.9,377.2,32.5,10.0,05:56:14,1464090974,20:10:02,1464142202,0.53,Clear,Clear conditions throughout the day.,clear-day,obs,1567
1290,2019-06-05,1559710800,91.9,74.0,81.6,98.9,74.0,84.4,70.5,70.7,0.01,100.0,4.17,['rain'],0.0,0.0,29.8,18.2,201.5,1011.2,1.3,9.8,258.2,22.4,8.0,05:46:22,1559731582,20:15:19,1559783719,0.03,Rain,Clear conditions throughout the day with early morning rain.,rain,obs,4765
1291,2015-12-31,1451548800,47.5,34.5,40.0,42.9,26.8,34.2,12.1,32.8,0.0,0.0,0.0,,0.0,0.0,23.0,14.6,60.2,1025.4,0.2,9.9,144.5,12.4,6.0,06:51:54,1451573514,16:36:22,1451608582,0.67,Clear,Clear conditions throughout the day.,clear-day,obs,1137
1292,2018-12-31,1546236000,30.9,11.3,26.0,27.2,-5.3,18.0,23.3,89.4,0.0,0.0,0.0,,0.0,0.1,27.6,15.6,253.5,1013.9,49.7,8.9,11.3,1.1,1.0,07:46:20,1546263980,16:53:19,1546296799,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs,4335
